file,book,conference,DO,TY,TI,T2,SP,EP,PY,JO,IS,SN,VO,VL,JA,Y1,PB,UR,AU,KW,AB
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934375,JOUR,Vector Field Topology of Time-Dependent Flows in a Steady Reference Frame,IEEE Transactions on Visualization and Computer Graphics,280,290,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934375,"['Rojo, I. B.', 'Gunther, T.']","[""Topology"", ""Feature extraction"", ""Optimization"", ""Bifurcation"", ""Three-dimensional displays"", ""Extraterrestrial measurements"", ""Two dimensional displays"", ""Scientific visualization"", ""unsteady flow"", ""vector field topology"", ""reference frame optimization""]","The topological analysis of unsteady vector fields remains to this day one of the largest challenges in flow visualization. We build up on recent work on vortex extraction to define a time-dependent vector field topology for 2D and 3D flows. In our work, we split the vector field into two components: a vector field in which the flow becomes steady, and the remaining ambient flow that describes the motion of topological elements (such as sinks, sources and saddles) and feature curves (vortex corelines and bifurcation lines). To this end, we expand on recent local optimization approaches by modeling spatially-varying deformations through displacement transformations from continuum mechanics. We compare and discuss the relationships with existing local and integration-based topology extraction methods, showing for instance that separatrices seeded from saddles in the optimal frame align with the integration-based streakline vector field topology. In contrast to the streakline-based approach, our method gives a complete picture of the topology for every time slice, including the steps near the temporal domain boundaries. With our work it now becomes possible to extract topological information even when only few time slices are available. We demonstrate the method in several analytical and numerically-simulated flows and discuss practical aspects, limitations and opportunities for future work."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934594,JOUR,Scalable Topological Data Analysis and Visualization for Evaluating Data-Driven Models in Scientific Applications,IEEE Transactions on Visualization and Computer Graphics,291,300,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934594,"['Liu, S.', 'Wang, D.', 'Maljovec, D.', 'Anirudh, R.', 'Thiagarajan, J. J.', 'Jacobs, S. A.', 'Essen, B. C. Van', 'Hysom, D.', 'Yeom, J.', 'Gaffney, J.', 'Peterson, L.', 'Robinson, P. B.', 'Bhatia, H.', 'Pascucci, V.', 'Spears, B. K.', 'Bremer, P.']","[""Computational modeling"", ""Data visualization"", ""Data analysis"", ""Analytical models"", ""Topology"", ""Physics"", ""Predictive models"", ""Model Evaluation"", ""Deep Learning"", ""High-Dimensional Space"", ""Topological Data Analysis"", ""Inertial Confinement Fusion""]","With the rapid adoption of machine learning techniques for large-scale applications in science and engineering comes the convergence of two grand challenges in visualization. First, the utilization of black box models (e.g., deep neural networks) calls for advanced techniques in exploring and interpreting model behaviors. Second, the rapid growth in computing has produced enormous datasets that require techniques that can handle millions or more samples. Although some solutions to these interpretability challenges have been proposed, they typically do not scale beyond thousands of samples, nor do they provide the high-level intuition scientists are looking for. Here, we present the first scalable solution to explore and analyze high-dimensional functions often encountered in the scientific data analysis pipeline. By combining a new streaming neighborhood graph construction, the corresponding topology computation, and a novel data aggregation scheme, namely topology aware datacubes, we enable interactive exploration of both the topological and the geometric aspect of high-dimensional data. Following two use cases from high-energy-density (HED) physics and computational biology, we demonstrate how these capabilities have led to crucial new insights in both applications."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934400,JOUR,"Biased Average Position Estimates in Line and Bar Graphs: Underestimation, Overestimation, and Perceptual Pull",IEEE Transactions on Visualization and Computer Graphics,301,310,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934400,"['Xiong, C.', 'Ceja, C. R.', 'Ludwig, C. J. H.', 'Franconeri, S.']","[""Bars"", ""Data visualization"", ""Visualization"", ""Encoding"", ""Systematics"", ""Image color analysis"", ""Task analysis"", ""Perceptual biases"", ""perception and cognition"", ""cue combination"", ""bar graphs"", ""line graphs"", ""position estimation""]","In visual depictions of data, position (i.e., the vertical height of a line or a bar) is believed to be the most precise way to encode information compared to other encodings (e.g., hue). Not only are other encodings less precise than position, but they can also be prone to systematic biases (e.g., color category boundaries can distort perceived differences between hues). By comparison, position's high level of precision may seem to protect it from such biases. In contrast, across three empirical studies, we show that while position may be a precise form of data encoding, it can also produce systematic biases in how values are visually encoded, at least for reports of average position across a short delay. In displays with a single line or a single set of bars, reports of average positions were significantly biased, such that line positions were underestimated and bar positions were overestimated. In displays with multiple data series (i.e., multiple lines and/or sets of bars), this systematic bias still persisted. We also observed an effect of ""perceptual pull@, where the average position estimate for each series was 'pulled' toward the other. These findings suggest that, although position may still be the most precise form of visual data encoding, it can also be systematically biased."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934801,JOUR,Measures of the Benefit of Direct Encoding of Data Deltas for Data Pair Relation Perception,IEEE Transactions on Visualization and Computer Graphics,311,320,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934801,"['Nothelfer, C.', 'Franconeri, S.']","[""Encoding"", ""Task analysis"", ""Bars"", ""Visualization"", ""Data visualization"", ""Time factors"", ""Information visualization"", ""marks"", ""perception"", ""attention"", ""visual comparison"", ""visual search"", ""aggregation""]","The power of data visualization is not to convey absolute values of individual data points, but to allow the exploration of relations (increases or decreases in a data value) among them. One approach to highlighting these relations is to explicitly encode the numeric differences (deltas) between data values. Because this approach removes the context of the individual data values, it is important to measure how much of a performance improvement it actually offers, especially across differences in encodings and tasks, to ensure that it is worth adding to a visualization design. Across 3 different tasks, we measured the increase in visual processing efficiency for judging the relations between pairs of data values, from when only the values were shown, to when the deltas between the values were explicitly encoded, across position and length visual feature encodings (and slope encodings in Experiments 1 & 2). In Experiment 1, the participant's task was to locate a pair of data values with a given relation (e.g., Find the 'small bar to the left of a tall bar' pair) among pairs of the opposite relation, and we measured processing efficiency from the increase in response times as the number of pairs increased. In Experiment 2, the task was to judge which of two relation types was more prevalent in a briefly presented display of 10 data pairs (e.g., Are there more 'small bar to the left of a tall bar' pairs or more 'tall bar to the left of a small bar' pairs?). In the final experiment, the task was to estimate the average delta within a briefly presented display of 6 data pairs (e.g., What is the average bar height difference across all 'small bar to the left of a tall bar' pairs?). Across all three experiments, visual processing of relations between data value pairs was significantly better when directly encoded as deltas rather than implicitly between individual data points, and varied substantially depending on the task (improvement ranged from 25% to 95%). Considering the ubiquity of bar charts and dot plots, relation perception for individual data values is highly inefficient, and confirms the need for alternative designs that provide not only absolute values, but also direct encoding of critical relationships between those values."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934208,JOUR,Evaluating Perceptual Bias During Geometric Scaling of Scatterplots,IEEE Transactions on Visualization and Computer Graphics,321,331,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934208,"['Wei, Y.', 'Mei, H.', 'Zhao, Y.', 'Zhou, S.', 'Lin, B.', 'Jiang, H.', 'Chen, W.']","[""Visualization"", ""Correlation"", ""Data analysis"", ""Encoding"", ""Measurement"", ""Portable computers"", ""Mobile handsets"", ""Evaluation"", ""scatterplot"", ""geometric scaling"", ""bias"", ""perceptual consistency""]","Scatterplots are frequently scaled to fit display areas in multi-view and multi-device data analysis environments. A common method used for scaling is to enlarge or shrink the entire scatterplot together with the inside points synchronously and proportionally. This process is called geometric scaling. However, geometric scaling of scatterplots may cause a perceptual bias, that is, the perceived and physical values of visual features may be dissociated with respect to geometric scaling. For example, if a scatterplot is projected from a laptop to a large projector screen, then observers may feel that the scatterplot shown on the projector has fewer points than that viewed on the laptop. This paper presents an evaluation study on the perceptual bias of visual features in scatterplots caused by geometric scaling. The study focuses on three fundamental visual features (i.e., numerosity, correlation, and cluster separation) and three hypotheses that are formulated on the basis of our experience. We carefully design three controlled experiments by using well-prepared synthetic data and recruit participants to complete the experiments on the basis of their subjective experience. With a detailed analysis of the experimental results, we obtain a set of instructive findings. First, geometric scaling causes a bias that has a linear relationship with the scale ratio. Second, no significant difference exists between the biases measured from normally and uniformly distributed scatterplots. Third, changing the point radius can correct the bias to a certain extent. These findings can be used to inspire the design decisions of scatterplots in various scenarios."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934286,JOUR,Toward Objective Evaluation of Working Memory in Visualizations: A Case Study Using Pupillometry and a Dual-Task Paradigm,IEEE Transactions on Visualization and Computer Graphics,332,342,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934286,"['Padilla, L. M. K.', 'Castro, S. C.', 'Quinan, P. S.', 'Ruginski, I. T.', 'Creem-Regehr, S. H.']","[""Task analysis"", ""Data visualization"", ""Memory management"", ""Visualization"", ""Sociology"", ""Statistics"", ""Cognitive science"", ""Working Memory"", ""Cognitive Effort"", ""Evaluation Methods"", ""Pupillometry"", ""Geographic/Geospatial Visualization"", ""Quantitative Evaluation""]","Cognitive science has established widely used and validated procedures for evaluating working memory in numerous applied domains, but surprisingly few studies have employed these methodologies to assess claims about the impacts of visualizations on working memory. The lack of information visualization research that uses validated procedures for measuring working memory may be due, in part, to the absence of cross-domain methodological guidance tailored explicitly to the unique needs of visualization research. This paper presents a set of clear, practical, and empirically validated methods for evaluating working memory during visualization tasks and provides readers with guidance in selecting an appropriate working memory evaluation paradigm. As a case study, we illustrate multiple methods for evaluating working memory in a visual-spatial aggregation task with geospatial data. The results show that the use of dual-task experimental designs (simultaneous performance of several tasks compared to single-task performance) and pupil dilation can reveal working memory demands associated with task difficulty and dual-tasking. In a dual-task experimental design, measures of task completion times and pupillometry revealed the working memory demands associated with both task difficulty and dual-tasking. Pupillometry demonstrated that participants' pupils were significantly larger when they were completing a more difficult task and when multitasking. We propose that researchers interested in the relative differences in working memory between visualizations should consider a converging methods approach, where physiological measures and behavioral measures of working memory are employed to generate a rich evaluation of visualization effort."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934797,JOUR,VisTA: Integrating Machine Intelligence with Visualization to Support the Investigation of Think-Aloud Sessions,IEEE Transactions on Visualization and Computer Graphics,343,352,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934797,"['Fan, M.', 'Wu, K.', 'Zhao, J.', 'Li, Y.', 'Wei, W.', 'Truong, K. N.']","[""Usability"", ""Visual analytics"", ""Tools"", ""Machine intelligence"", ""Feature extraction"", ""Machine learning"", ""Think-aloud"", ""visual analytics"", ""machine intelligence"", ""user study"", ""usability problems"", ""session review behavior"", ""UX practices""]","Think-aloud protocols are widely used by user experience (UX) practitioners in usability testing to uncover issues in user interface design. It is often arduous to analyze large amounts of recorded think-aloud sessions and few UX practitioners have an opportunity to get a second perspective during their analysis due to time and resource constraints. Inspired by the recent research that shows subtle verbalization and speech patterns tend to occur when users encounter usability problems, we take the first step to design and evaluate an intelligent visual analytics tool that leverages such patterns to identify usability problem encounters and present them to UX practitioners to assist their analysis. We first conducted and recorded think-aloud sessions, and then extracted textual and acoustic features from the recordings and trained machine learning (ML) models to detect problem encounters. Next, we iteratively designed and developed a visual analytics tool, VisTA, which enables dynamic investigation of think-aloud sessions with a timeline visualization of ML predictions and input features. We conducted a between-subjects laboratory study to compare three conditions, i.e., VisTA, VisTASimple (no visualization of the ML's input features), and Baseline (no ML information at all), with 30 UX professionals. The findings show that UX professionals identified more problem encounters when using VisTA than Baseline by leveraging the problem visualization as an overview, anticipations, and anchors as well as the feature visualization as a means to understand what ML considers and omits. Our findings also provide insights into how they treated ML, dealt with (dis)agreement with ML, and reviewed the videos (i.e., play, pause, and rewind)."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934264,JOUR,"The Validity, Generalizability and Feasibility of Summative Evaluation Methods in Visual Analytics",IEEE Transactions on Visualization and Computer Graphics,353,363,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934264,"['Khayat, M.', 'Karimzadeh, M.', 'Ebert, D. S.', 'Ghafoor, A.']","[""Taxonomy"", ""Visual analytics"", ""Measurement"", ""Usability"", ""Guidelines"", ""Focusing"", ""Summative evaluation"", ""usefulness"", ""evaluation process"", ""taxonomy"", ""visual analytics""]","Many evaluation methods have been used to assess the usefulness of Visual Analytics (VA) solutions. These methods stem from a variety of origins with different assumptions and goals, which cause confusion about their proofing capabilities. Moreover, the lack of discussion about the evaluation processes may limit our potential to develop new evaluation methods specialized for VA. In this paper, we present an analysis of evaluation methods that have been used to summatively evaluate VA solutions. We provide a survey and taxonomy of the evaluation methods that have appeared in the VAST literature in the past two years. We then analyze these methods in terms of validity and generalizability of their findings, as well as the feasibility of using them. We propose a new metric called summative quality to compare evaluation methods according to their ability to prove usefulness, and make recommendations for selecting evaluation methods based on their summative quality in the VA domain."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934397,JOUR,A Comparative Evaluation of Animation and Small Multiples for Trend Visualization on Mobile Phones,IEEE Transactions on Visualization and Computer Graphics,364,374,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934397,"['Brehmer, M.', 'Lee, B.', 'Isenberg, P.', 'Choe, E. K.']","[""Data visualization"", ""Animation"", ""Task analysis"", ""Market research"", ""Mobile handsets"", ""Trajectory"", ""Mobile applications"", ""Evaluation"", ""graphical perception"", ""mobile phones"", ""trend visualization"", ""animation"", ""small multiples"", ""crowdsourcing""]","We compare the efficacy of animated and small multiples variants of scatterplots on mobile phones for comparing trends in multivariate datasets. Visualization is increasingly prevalent in mobile applications and mobile-first websites, yet there is little prior visualization research dedicated to small displays. In this paper, we build upon previous experimental research carried out on larger displays that assessed animated and non-animated variants of scatterplots. Incorporating similar experimental stimuli and tasks, we conducted an experiment where 96 crowdworker participants performed nine trend comparison tasks using their mobile phones. We found that those using a small multiples design consistently completed tasks in less time, albeit with slightly less confidence than those using an animated design. The accuracy results were more task-dependent, and we further interpret our results according to the characteristics of the individual tasks, with a specific focus on the trajectories of target and distractor data items in each task. We identify cases that appear to favor either animation or small multiples, providing new questions for further experimental research and implications for visualization design on mobile devices. Lastly, we provide a reflection on our evaluation methodology."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934807,JOUR,A Comparison of Visualizations for Identifying Correlation over Space and Time,IEEE Transactions on Visualization and Computer Graphics,375,385,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934807,"['Pena-Araya, V.', 'Pietriga, E.', 'Bezerianos, A.']","[""Data visualization"", ""Visualization"", ""Encoding"", ""Correlation"", ""Task analysis"", ""Animation"", ""Shape"", ""geo-temporal data"", ""bivariate maps"", ""correlation"", ""controlled study"", ""bar chart"", ""Dorling cartogram"", ""small multiples""]","Observing the relationship between two or more variables over space and time is essential in many domains. For instance, looking, for different countries, at the evolution of both the life expectancy at birth and the fertility rate will give an overview of their demographics. The choice of visual representation for such multivariate data is key to enabling analysts to extract patterns and trends. Prior work has compared geo-temporal visualization techniques for a single thematic variable that evolves over space and time, or for two variables at a specific point in time. But how effective visualization techniques are at communicating correlation between two variables that evolve over space and time remains to be investigated. We report on a study comparing three techniques that are representative of different strategies to visualize geo-temporal multivariate data: either juxtaposing all locations for a given time step, or juxtaposing all time steps for a given location; and encoding thematic attributes either using symbols overlaid on top of map features, or using visual channels of the map features themselves. Participants performed a series of tasks that required them to identify if two variables were correlated over time and if there was a pattern in their evolution. Tasks varied in granularity for both dimensions: time (all time steps, a subrange of steps, one step only) and space (all locations, locations in a subregion, one location only). Our results show that a visualization's effectiveness depends strongly on the task to be carried out. Based on these findings we present a set of design guidelines about geo-temporal visualization techniques for communicating correlation."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934288,JOUR,Common Fate for Animated Transitions in Visualization,IEEE Transactions on Visualization and Computer Graphics,386,396,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934288,"['Chalbi, A.', 'Ritchie, J.', 'Park, D.', 'Choi, J.', 'Roussel, N.', 'Elmqvist, N.', 'Chevalier, F.']","[""Visualization"", ""Animation"", ""Data visualization"", ""Psychology"", ""Dynamics"", ""Visual perception"", ""Trajectory"", ""Gestalt laws"", ""common fate"", ""animated transitions"", ""evaluation"", ""motion""]","The Law of Common Fate from Gestalt psychology states that visual objects moving with the same velocity along parallel trajectories will be perceived by a human observer as grouped. However, the concept of common fate is much broader than mere velocity; in this paper we explore how common fate results from coordinated changes in luminance and size. We present results from a crowdsourced graphical perception study where we asked workers to make perceptual judgments on a series of trials involving four graphical objects under the influence of conflicting static and dynamic visual factors (position, size and luminance) used in conjunction. Our results yield the following rankings for visual grouping: motion > (dynamic luminance, size, luminance); dynamic size > (dynamic luminance, position); and dynamic luminance > size. We also conducted a follow-up experiment to evaluate the three dynamic visual factors in a more ecologically valid setting, using both a Gapminder-like animated scatterplot and a thematic map of election data. The results indicate that in practice the relative grouping strengths of these factors may depend on various parameters including the visualization characteristics and the underlying data. We discuss design implications for animated transitions in data visualization."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934243,JOUR,CourtTime: Generating Actionable Insights into Tennis Matches Using Visual Analytics,IEEE Transactions on Visualization and Computer Graphics,397,406,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934243,"['Polk, T.', 'Jackle, D.', 'HauSler, J.', 'Yang, J.']","[""Sports"", ""Visual analytics"", ""Spatial databases"", ""Games"", ""Data visualization"", ""Tracking"", ""Visual analytics"", ""tennis analysis"", ""sports analytics"", ""spatio-temporal analysis""]","Tennis players and coaches of all proficiency levels seek to understand and improve their play. Summary statistics alone are inadequate to provide the insights players need to improve their games. Spatio-temporal data capturing player and ball movements is likely to provide the actionable insights needed to identify player strengths, weaknesses, and strategies. To fully utilize this spatio-temporal data, we need to integrate it with domain-relevant context meta-data. In this paper, we propose CourtTime, a novel approach to perform data-driven visual analysis of individual tennis matches. Our visual approach introduces a novel visual metaphor, namely 1@D Space-Time Charts that enable the analysis of single points at a glance based on small multiples. We also employ user-driven sorting and clustering techniques and a layout technique that aligns the last few shots in a point to facilitate shot pattern discovery. We discuss the usefulness of CourtTime via an extensive case study and report on feedback from an amateur tennis player and three tennis coaches."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934630,JOUR,Tac-Simur: Tactic-based Simulative Visual Analytics of Table Tennis,IEEE Transactions on Visualization and Computer Graphics,407,417,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934630,"['Wang, J.', 'Zhao, K.', 'Deng, D.', 'Cao, A.', 'Xie, X.', 'Zhou, Z.', 'Zhang, H.', 'Wu, Y.']","[""Sports"", ""Visual analytics"", ""Analytical models"", ""Markov processes"", ""Games"", ""Predictive models"", ""Numerical models"", ""Simulative Visual Analytics"", ""Table Tennis"", ""Design Study""]","Simulative analysis in competitive sports can provide prospective insights, which can help improve the performance of players in future matches. However, adequately simulating the complex competition process and effectively explaining the simulation result to domain experts are typically challenging. This work presents a design study to address these challenges in table tennis. We propose a well-established hybrid second-order Markov chain model to characterize and simulate the competition process in table tennis. Compared with existing methods, our approach is the first to support the effective simulation of tactics, which represent high-level competition strategies in table tennis. Furthermore, we introduce a visual analytics system called Tac-Simur based on the proposed model for simulative visual analytics. Tac-Simur enables users to easily navigate different players and their tactics based on their respective performance in matches to identify the player and the tactics of interest for further analysis. Then, users can utilize the system to interactively explore diverse simulation tasks and visually explain the simulation results. The effectiveness and usefulness of this work are demonstrated by two case studies, in which domain experts utilize Tac-Simur to find interesting and valuable insights. The domain experts also provide positive feedback on the usability of Tac-Simur. Our work can be extended to other similar sports such as tennis and badminton."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934433,JOUR,An Incremental Dimensionality Reduction Method for Visualizing Streaming Multidimensional Data,IEEE Transactions on Visualization and Computer Graphics,418,428,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934433,"['Fujiwara, T.', 'Chou, J.', 'Shilpika, S.', 'Xu, P.', 'Ren, L.', 'Ma, K.']","[""Data visualization"", ""Layout"", ""Principal component analysis"", ""Dimensionality reduction"", ""Visual analytics"", ""Computational efficiency"", ""Animation"", ""Dimensionality reduction"", ""principal component analysis"", ""streaming data"", ""uncertainty"", ""visual analytics""]","Dimensionality reduction (DR) methods are commonly used for analyzing and visualizing multidimensional data. However, when data is a live streaming feed, conventional DR methods cannot be directly used because of their computational complexity and inability to preserve the projected data positions at previous time points. In addition, the problem becomes even more challenging when the dynamic data records have a varying number of dimensions as often found in real-world applications. This paper presents an incremental DR solution. We enhance an existing incremental PCA method in several ways to ensure its usability for visualizing streaming multidimensional data. First, we use geometric transformation and animation methods to help preserve a viewer's mental map when visualizing the incremental results. Second, to handle data dimension variants, we use an optimization method to estimate the projected data positions, and also convey the resulting uncertainty in the visualization. We demonstrate the effectiveness of our design with two case studies using real-world datasets."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934209,JOUR,Selection Bias Tracking and Detailed Subset Comparison for High-Dimensional Data,IEEE Transactions on Visualization and Computer Graphics,429,439,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934209,"['Borland, D.', 'Wang, W.', 'Zhang, J.', 'Shrestha, J.', 'Gotz, D.']","[""Data visualization"", ""Visual analytics"", ""Encoding"", ""Tools"", ""Complexity theory"", ""Medical diagnostic imaging"", ""High-dimensional visualization"", ""visual analytics"", ""cohort selection"", ""medical informatics"", ""selection bias""]","The collection of large, complex datasets has become common across a wide variety of domains. Visual analytics tools increasingly play a key role in exploring and answering complex questions about these large datasets. However, many visualizations are not designed to concurrently visualize the large number of dimensions present in complex datasets (e.g. tens of thousands of distinct codes in an electronic health record system). This fact, combined with the ability of many visual analytics systems to enable rapid, ad-hoc specification of groups, or cohorts, of individuals based on a small subset of visualized dimensions, leads to the possibility of introducing selection bias@when the user creates a cohort based on a specified set of dimensions, differences across many other unseen dimensions may also be introduced. These unintended side effects may result in the cohort no longer being representative of the larger population intended to be studied, which can negatively affect the validity of subsequent analyses. We present techniques for selection bias tracking and visualization that can be incorporated into high-dimensional exploratory visual analytics systems, with a focus on medical data with existing data hierarchies. These techniques include: (1) tree-based cohort provenance and visualization, including a user-specified baseline cohort that all other cohorts are compared against, and visual encoding of cohort ""drift@, which indicates where selection bias may have occurred, and (2) a set of visualizations, including a novel icicle-plot based visualization, to compare in detail the per-dimension differences between the baseline and a user-specified focus cohort. These techniques are integrated into a medical temporal event sequence visual analytics tool. We present example use cases and report findings from domain expert user interviews."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934661,JOUR,Visual Analysis of High-Dimensional Event Sequence Data via Dynamic Hierarchical Aggregation,IEEE Transactions on Visualization and Computer Graphics,440,450,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934661,"['Gotz, D.', 'Zhang, J.', 'Wang, W.', 'Shrestha, J.', 'Borland, D.']","[""Data visualization"", ""Visual analytics"", ""Runtime"", ""Sequences"", ""Layout"", ""Navigation"", ""Temporal event sequence visualization"", ""visual analytics"", ""hierarchical aggregation"", ""medical informatics""]","Temporal event data are collected across a broad range of domains, and a variety of visual analytics techniques have been developed to empower analysts working with this form of data. These techniques generally display aggregate statistics computed over sets of event sequences that share common patterns. Such techniques are often hindered, however, by the high-dimensionality of many real-world event sequence datasets which can prevent effective aggregation. A common coping strategy for this challenge is to group event types together prior to visualization, as a pre-process, so that each group can be represented within an analysis as a single event type. However, computing these event groupings as a pre-process also places significant constraints on the analysis. This paper presents a new visual analytics approach for dynamic hierarchical dimension aggregation. The approach leverages a predefined hierarchy of dimensions to computationally quantify the informativeness, with respect to a measure of interest, of alternative levels of grouping within the hierarchy at runtime. This information is then interactively visualized, enabling users to dynamically explore the hierarchy to select the most appropriate level of grouping to use at any individual step within an analysis. Key contributions include an algorithm for interactively determining the most informative set of event groupings for a specific analysis context, and a scented scatter-plus-focus visualization design with an optimization-based layout algorithm that supports interactive hierarchical exploration of alternative event type groupings. We apply these techniques to high-dimensional event sequence data from the medical domain and report findings from domain expert interviews."
TVCG-2020-1.ris,TVCG,Vis,10.1109/TVCG.2019.2934804,JOUR,Construct-A-Vis: Exploring the Free-Form Visualization Processes of Children,IEEE Transactions on Visualization and Computer Graphics,451,460,2020,IEEE Transactions on Visualization and Computer Graphics,1,['2160-9306'],26,26,IEEE Transactions on Visualization and Computer Graphics,Jan. 2020,,https://doi.org/10.1109/TVCG.2019.2934804,"['Bishop, F.', 'Zagermann, J.', 'Pfeil, U.', 'Sanderson, G.', 'Reiterer, H.', 'Hinrichs, U.']","[""Data visualization"", ""Visualization"", ""Tools"", ""Education"", ""Problem-solving"", ""Collaboration"", ""Buildings"", ""Visualization in Education"", ""Visualization with Children"", ""Qualitative Evaluation"", ""Visualization System and Toolkit Design""]","Building data analysis skills is part of modern elementary school curricula. Recent research has explored how to facilitate children's understanding of visual data representations through completion exercises which highlight links between concrete and abstract mappings. This approach scaffolds visualization activities by presenting a target visualization to children. But how can we engage children in more free-form visual data mapping exercises that are driven by their own mapping ideas? How can we scaffold a creative exploration of visualization techniques and mapping possibilities? We present Construct-A-Vis, a tablet-based tool designed to explore the feasibility of free-form and constructive visualization activities with elementary school children. Construct-A-Vis provides adjustable levels of scaffolding visual mapping processes. It can be used by children individually or as part of collaborative activities. Findings from a study with elementary school children using Construct-A-Vis individually and in pairs highlight the potential of this free-form constructive approach, as visible in children's diverse visualization outcomes and their critical engagement with the data and mapping processes. Based on our study findings we contribute insights into the design of free-form visualization tools for children, including the role of tool-based scaffolding mechanisms and shared interactions to guide visualization activities with children."
